fight_id,fighter_id,opening,closing_range_min,closing_range_max
4e566bd7094b49da,0232cabbc30a2372,-305,-550,-500
5238f6470d0557fb,0232cabbc30a2372,110,175,230
5dcade01fc840da6,0232cabbc30a2372,-250,-550,-400
678d27af287476f8,0232cabbc30a2372,-185,-210,-160
9b9ef12603e820ec,0232cabbc30a2372,-240,-333,-265
afc86d1076c4c3a9,0232cabbc30a2372,-200,-240,-215
096d656048f85b18,02500fb9fd79a974,240,345,345
5b6796a9194d339b,02500fb9fd79a974,205,250,250
71440bf87b9c58a1,02500fb9fd79a974,500,400,400
6195d3e7c412c8a2,025f0b1b58fbad01,-126,110,125
981ed463bf5d91a8,025f0b1b58fbad01,-230,-260,-230
a072481f307dc8aa,025f0b1b58fbad01,-265,-125,-110
cd6b799ec79c489a,025f0b1b58fbad01,-130,-139,-117
81b5e933186a685a,029880cdbf5ca089,155,167,167
c9d3ccbfef600989,029880cdbf5ca089,140,205,205
d5a0e8c67ed8abe0,029880cdbf5ca089,-245,-250,-250
eb23f3574b656624,029880cdbf5ca089,-255,-315,-315
02615499125b4b5d,029afd138865d20a,180,150,170
2c21abbc28e3876a,029afd138865d20a,185,185,244
81a18de517a3336a,029afd138865d20a,250,140,190
82d48296fd06c27f,029afd138865d20a,375,385,460
1af574c0814429ac,029e1293e609fd74,-245,-333,-260
4b3af85b0df51d09,029e1293e609fd74,-175,-250,-210
a122968e96068800,029e1293e609fd74,-110,-133,120
cea6760d7bfbe19b,029e1293e609fd74,-180,-175,-135
01a4827b3596d111,029eaff01e6bb8f0,205,315,350
099a2db0470d456b,029eaff01e6bb8f0,-400,-515,-515
12c600dc64edb403,029eaff01e6bb8f0,-150,-150,-148
1a0031e2072f21b6,029eaff01e6bb8f0,280,300,350
3d3e7dc7b4bf2bc4,029eaff01e6bb8f0,150,245,254
3e6b5cb3c37bef3b,029eaff01e6bb8f0,-505,-1270,-1050
493b7a8e3253b133,029eaff01e6bb8f0,-145,-115,-110
4fa02674b920ff0a,029eaff01e6bb8f0,155,130,141
5e4f358e0bcc2f15,029eaff01e6bb8f0,-170,-255,-240
692241119228cc82,029eaff01e6bb8f0,-175,-165,-157
6bcea00473e43a59,029eaff01e6bb8f0,130,215,240
6e73ebbd089aff5e,029eaff01e6bb8f0,-175,165,188
6fe9729cee57c680,029eaff01e6bb8f0,120,-135,-130
7d0ce28ce8a77eb1,029eaff01e6bb8f0,120,-139,-125
87126427cfcaee52,029eaff01e6bb8f0,170,180,190
8b8f9485214f9e48,029eaff01e6bb8f0,-190,-455,-450
a8ec9c513d28c25c,029eaff01e6bb8f0,-350,-350,-333
af51920a3e176995,029eaff01e6bb8f0,100,170,185
b13e3620949300c5,029eaff01e6bb8f0,195,250,250
